param_type,width_multiplier,step,rng_seed,conv_layers.0,conv_layers.1,conv_layers.2,logits
muP_SSM,2,100,203110,0.26109728,1.390651,5.249414,98.27885
muP_SSM,2,1,611666,0.11992186,0.048035003,0.022405524,0.0114841275
muP_SSM,2,10,611666,0.122399874,0.059013035,0.030839738,0.07148913
muP_SSM,2,100,611666,0.30668798,1.3674428,6.0581684,118.27026
muP_SSM,2,1,97320,0.08817305,0.037133366,0.02265295,0.03090672
muP_SSM,2,10,97320,0.0897531,0.04270392,0.029429628,0.10202031
muP_SSM,2,100,97320,0.1995101,1.7466655,8.970251,181.1893
muP_SSM,2,1,80432,0.083863966,0.029218722,0.019400913,0.0017600963
muP_SSM,2,10,80432,0.08591347,0.03606919,0.024316035,0.058439057
muP_SSM,2,100,80432,0.23614071,1.3360327,7.1178007,139.11392
muP_SSM,2,1,422947,0.10906754,0.043931715,0.019463414,0.048347533
muP_SSM,2,10,422947,0.11156543,0.06133612,0.023554819,0.022813473
muP_SSM,2,100,422947,0.2708275,1.3994516,4.4946647,80.43645
muP_SSM,2,1,618956,0.10200235,0.032408737,0.018222779,0.0018808641
muP_SSM,2,10,618956,0.10491799,0.04476023,0.024100758,0.05814436
muP_SSM,2,100,618956,0.2368371,1.6290205,5.1247435,97.272934
muP_SSM,4,1,851885,0.09974197,0.03476726,0.017435882,0.037248813
muP_SSM,4,10,851885,0.10096207,0.03796206,0.020717558,0.09334912
muP_SSM,4,100,851885,0.21761996,1.1248119,4.2193575,81.650856
muP_SSM,4,1,433942,0.088483445,0.02417436,0.013681227,0.016273761
muP_SSM,4,10,433942,0.08961142,0.03598689,0.020101339,0.073320076
muP_SSM,4,100,433942,0.19067562,1.1332877,3.9556212,78.11085
muP_SSM,4,1,209743,0.09936962,0.029294865,0.017658992,0.015577143
muP_SSM,4,10,209743,0.10126281,0.041093335,0.025187325,0.08143533
muP_SSM,4,100,209743,0.19756694,1.1972727,4.599548,91.6478
muP_SSM,4,1,10368,0.10622311,0.034979276,0.015262444,0.034174733
muP_SSM,4,10,10368,0.109970555,0.049108446,0.02123736,0.09357928
muP_SSM,4,100,10368,0.31232274,2.0961874,8.645257,170.44505
muP_SSM,4,1,203110,0.11080189,0.037095133,0.017849281,0.01845068
muP_SSM,4,10,203110,0.114963956,0.051572226,0.026027441,0.04448901
muP_SSM,4,100,203110,0.3123926,1.6004492,7.638132,148.91153
muP_SSM,4,1,611666,0.10464802,0.029805334,0.018160075,0.006043515
muP_SSM,4,10,611666,0.105964266,0.04020151,0.022236554,0.06396392
muP_SSM,4,100,611666,0.25719896,1.6572789,6.4066668,125.64286
muP_SSM,4,1,97320,0.10600602,0.03002361,0.016274527,0.024862077
muP_SSM,4,10,97320,0.10766931,0.038616836,0.024457851,0.09059465
muP_SSM,4,100,97320,0.22924115,1.6070457,7.0070977,140.92957
muP_SSM,4,1,80432,0.098738685,0.035925608,0.01436503,0.005541311
muP_SSM,4,10,80432,0.101692215,0.048814982,0.020870281,0.068697676
muP_SSM,4,100,80432,0.2771104,1.9499738,10.138656,197.18686
muP_SSM,4,1,422947,0.11526516,0.030851472,0.016478242,0.025756504
muP_SSM,4,10,422947,0.1193466,0.049504254,0.024836116,0.042119168
muP_SSM,4,100,422947,0.2863909,1.5099925,5.2892437,104.21463
muP_SSM,4,1,618956,0.09302457,0.02931228,0.014085762,0.0015452162
muP_SSM,4,10,618956,0.096574545,0.039334644,0.020157114,0.05739522
muP_SSM,4,100,618956,0.22374894,1.3895874,5.8003716,115.65119
