param_type,width_multiplier,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,ssm_state_1,ssm_output_1,ssm_post_gelu_1,ssm_post_glu_1,output
standard,16,3,0.1640081,0.045537457,0.2937335,0.15918332,0.11204724,0.0215558,0.14803092,0.07917387,0.056110743,0.39856133
standard,16,4,0.19885637,0.0655972,0.32705405,0.1784981,0.13122654,0.029422581,0.1907211,0.10268138,0.073017746,0.5107117
standard,16,5,0.20308478,0.071343355,0.41116595,0.19669044,0.14936137,0.025318673,0.19103122,0.09892225,0.072926745,0.4987078
standard,16,6,0.21754868,0.044484958,0.26155075,0.13916951,0.1249743,0.020506466,0.16397278,0.08462174,0.068907954,0.49139434
standard,16,7,0.1808046,0.0580354,0.30361822,0.17576633,0.13485646,0.03266318,0.19524814,0.09597187,0.0640163,0.4195217
standard,16,8,0.18443008,0.054637227,0.30755013,0.17078862,0.119803734,0.028067036,0.15946226,0.07958333,0.062356465,0.41570786
standard,16,9,0.17643084,0.059311546,0.39049056,0.2136398,0.12905858,0.025419477,0.17985258,0.09369255,0.067230396,0.4157372
standard,32,0,0.1652331,0.02791329,0.21004228,0.11621974,0.1000433,0.013108497,0.12575214,0.063337095,0.047870725,0.45460054
standard,32,1,0.17180088,0.036076363,0.2480709,0.13266143,0.094557814,0.012424129,0.113720834,0.058772143,0.046887826,0.4326316
standard,32,2,0.17935699,0.030003637,0.2094102,0.11248712,0.09370536,0.015127704,0.13022815,0.06690419,0.049320668,0.48070922
standard,32,3,0.1500339,0.03146301,0.23229831,0.12641788,0.09115203,0.009896769,0.10431733,0.05443481,0.042521313,0.4226495
standard,32,4,0.17827034,0.044653233,0.2780575,0.15076864,0.11289117,0.014143186,0.13059376,0.0670039,0.05120584,0.4834245
standard,32,5,0.17162216,0.037775744,0.23488405,0.13141808,0.099892646,0.014834266,0.12844217,0.06429773,0.0487673,0.4738026
standard,32,6,0.18030456,0.03454715,0.25399262,0.13317274,0.096504256,0.012487685,0.11677039,0.061107386,0.050392374,0.4642503
standard,32,7,0.17164636,0.034989618,0.22499,0.115955696,0.092826635,0.013866748,0.121827446,0.06170823,0.046596184,0.44280732
standard,32,8,0.16327274,0.033034414,0.22206199,0.11675889,0.082235105,0.0118575785,0.10235245,0.054315723,0.04516845,0.41464874
standard,32,9,0.17175895,0.035794146,0.25030735,0.13732077,0.10934656,0.014989995,0.13108543,0.06604171,0.04855562,0.45642173
standard,64,0,0.16345902,0.022434883,0.19065818,0.09911908,0.076200426,0.0059977327,0.081874505,0.041205995,0.036110796,0.4624754
standard,64,1,0.15380755,0.019261224,0.17177697,0.0910447,0.07162969,0.00591869,0.07584049,0.038651474,0.034025334,0.44986305
standard,64,2,0.15391617,0.017764248,0.17119335,0.09277793,0.0719486,0.007007828,0.08853211,0.04469851,0.036123212,0.46816215
standard,64,3,0.14625011,0.017281327,0.17173699,0.08780447,0.068679556,0.0056449054,0.076720886,0.038565814,0.033093303,0.4347277
standard,64,4,0.14911951,0.022789674,0.20783772,0.11065838,0.07507924,0.0071784686,0.08436172,0.043433312,0.035197053,0.45668802
standard,64,5,0.15492101,0.022593388,0.20259239,0.10584961,0.073874384,0.0060886685,0.0820208,0.04250673,0.035984542,0.45753446
standard,64,6,0.15303323,0.015522529,0.16056949,0.086272985,0.06989946,0.00717649,0.08245669,0.040657673,0.034420248,0.45557207
standard,64,7,0.15532905,0.021410884,0.17843294,0.09376049,0.07295756,0.0063644755,0.07982533,0.039853327,0.034344133,0.4446394
standard,64,8,0.15294088,0.01904987,0.18123935,0.09507433,0.0693478,0.006314845,0.07722035,0.0393399,0.03364473,0.43675658
standard,64,9,0.14887638,0.0163621,0.16250698,0.088161945,0.07207221,0.0073199356,0.087278284,0.042765208,0.034874804,0.44491822
standard,128,0,0.124885045,0.011501739,0.13130963,0.06673939,0.049789216,0.0028323547,0.051381394,0.02584095,0.023878153,0.43403542
standard,128,1,0.12753646,0.010100239,0.12533022,0.063471176,0.049922165,0.0029275324,0.05357188,0.026724687,0.024796758,0.44143164
standard,128,2,0.1286553,0.010860466,0.13238688,0.07015391,0.052265815,0.0024530627,0.051878154,0.025941672,0.024622615,0.4485576
standard,128,3,0.12392751,0.010395065,0.1346358,0.06832042,0.05041608,0.002698025,0.051147267,0.02549486,0.023524063,0.42726135
standard,128,4,0.13599436,0.011677842,0.14278813,0.072944954,0.05395064,0.0027531546,0.054468516,0.027553681,0.025288489,0.4564618
standard,128,5,0.13160832,0.009183622,0.12596379,0.064858794,0.05114813,0.0027435021,0.051949028,0.026424574,0.025305351,0.44883713
standard,128,6,0.12694949,0.010383284,0.13123591,0.06945702,0.050995644,0.002795351,0.05162241,0.02600567,0.024515485,0.44204575
standard,128,7,0.124511465,0.010132268,0.12466909,0.06309311,0.048971288,0.0027918757,0.049536094,0.024978379,0.023286436,0.42225772
standard,128,8,0.12630098,0.0108399475,0.12941085,0.06533095,0.04971643,0.0028279542,0.053329933,0.026708802,0.024149192,0.41849113
standard,128,9,0.12783478,0.009142303,0.12395481,0.06284997,0.049375504,0.0026014063,0.04992787,0.025384827,0.023969397,0.43274224
standard,256,0,0.09738944,0.0057770587,0.092013374,0.045743234,0.03313946,0.00120503,0.03208303,0.016096346,0.0162792,0.41159347
standard,256,1,0.10269577,0.005183589,0.09333338,0.04601981,0.034412757,0.001278643,0.034289904,0.017194228,0.016849956,0.42307097
standard,256,2,0.09996889,0.0054730903,0.091020316,0.045528524,0.034233868,0.0012350838,0.03470504,0.017613795,0.016974993,0.42240196
standard,256,3,0.09775729,0.0060993144,0.09747442,0.048670348,0.03464639,0.001241356,0.033413827,0.016678395,0.01630796,0.40920135
standard,256,4,0.10808776,0.0058575617,0.10172086,0.05095556,0.036866583,0.0013727387,0.03537431,0.017531319,0.017656682,0.44369972
standard,256,5,0.10646049,0.0049667563,0.09407079,0.04616271,0.035647478,0.0011136623,0.033715572,0.016833372,0.01726131,0.4318418
standard,256,6,0.09570129,0.004835629,0.0878717,0.04450895,0.033066805,0.0013478678,0.033215694,0.01688246,0.01612957,0.41155317
standard,256,7,0.10038552,0.0057904455,0.09805723,0.04899639,0.034589007,0.0011706331,0.03205705,0.016131196,0.016331699,0.41502535
standard,256,8,0.097498044,0.005618407,0.09711553,0.048557427,0.034826778,0.0013321938,0.03482291,0.017554296,0.01671403,0.41430297
standard,256,9,0.104728065,0.0049533257,0.0961361,0.047003556,0.034975227,0.0012914306,0.03394635,0.017031582,0.017059533,0.42184916
