param_type,width_multiplier,step,rng_seed,layers.0,layers.1,logits
muP_3,4,10,672165,0.8616973,0.4773573,0.46763593
muP_3,4,100,672165,0.8522562,0.55858415,1.0969877
muP_3,4,1,274641,0.111072965,0.06022963,0.08240239
muP_3,4,10,274641,0.72798556,0.41888154,0.5416791
muP_3,4,100,274641,0.814929,0.5977375,1.3724431
muP_3,4,1,527917,0.08900956,0.046940144,0.049835894
muP_3,4,10,527917,0.6508001,0.3114757,0.40247715
muP_3,4,100,527917,0.82529044,0.422678,0.82150555
muP_3,4,1,212386,0.07735111,0.03750703,0.048941046
muP_3,4,10,212386,0.57034314,0.28921825,0.39401704
muP_3,4,100,212386,0.8144575,0.47138196,1.0088716
muP_3,4,1,149552,0.11961662,0.058624666,0.08133567
muP_3,4,10,149552,0.8037802,0.31883314,0.43107918
muP_3,4,100,149552,0.82649875,0.57349384,1.1817031
muP_3,4,1,603113,0.071974024,0.04207591,0.069592185
muP_3,4,10,603113,0.5674317,0.33130792,0.55333114
muP_3,4,100,603113,0.7681557,0.5471249,1.3711382
muP_3,4,1,998391,0.06690103,0.042530008,0.051126946
muP_3,4,10,998391,0.48828012,0.29928672,0.39625317
muP_3,4,100,998391,0.7990997,0.5393736,1.1124241
muP_3,8,1,190996,0.15223588,0.085257314,0.11678406
muP_3,8,10,190996,0.814162,0.4164031,0.5655872
muP_3,8,100,190996,0.80925846,0.5304868,1.1014916
muP_3,8,1,24252,0.09234363,0.055256218,0.06874168
muP_3,8,10,24252,0.6162391,0.36318913,0.48747897
muP_3,8,100,24252,0.8024105,0.5224081,1.2471313
muP_3,8,1,832162,0.10367189,0.060159408,0.07640965
muP_3,8,10,832162,0.7202015,0.39719617,0.52964413
muP_3,8,100,832162,0.7978189,0.55064005,1.2944825
muP_3,8,1,672165,0.1461997,0.090859585,0.10040879
muP_3,8,10,672165,0.84221333,0.47809908,0.5457356
muP_3,8,100,672165,0.8167484,0.5796678,1.377357
muP_3,8,1,274641,0.11008313,0.064036295,0.091944166
muP_3,8,10,274641,0.7511646,0.41064546,0.6140757
muP_3,8,100,274641,0.8107468,0.60213226,1.4447982
muP_3,8,1,527917,0.091644794,0.060365696,0.079499036
muP_3,8,10,527917,0.61673456,0.38658768,0.5123434
muP_3,8,100,527917,0.701391,0.48942173,1.0946215
muP_3,8,1,212386,0.07698168,0.043984953,0.05837203
muP_3,8,10,212386,0.5446017,0.31287187,0.4539166
muP_3,8,100,212386,0.7949502,0.5453657,1.2189188
muP_3,8,1,149552,0.119880125,0.07756484,0.09893732
muP_3,8,10,149552,0.78398097,0.4575786,0.53959805
muP_3,8,100,149552,0.8199978,0.5907684,1.2358369
muP_3,8,1,603113,0.07188993,0.045477934,0.069721006
muP_3,8,10,603113,0.57883406,0.35215706,0.5583813
muP_3,8,100,603113,0.8368386,0.6375378,1.568977
muP_3,8,1,998391,0.067549646,0.044446304,0.06487886
muP_3,8,10,998391,0.52487886,0.32561606,0.51306576
muP_3,8,100,998391,0.78495216,0.53151774,1.3175669
muP_3,16,1,190996,0.15355399,0.095190346,0.117890246
muP_3,16,10,190996,0.8567967,0.47178352,0.6125537
muP_3,16,100,190996,0.84507245,0.55180216,1.1416032
muP_3,16,1,24252,0.092184536,0.05472717,0.081134886
muP_3,16,10,24252,0.6845091,0.36921194,0.57877433
muP_3,16,100,24252,0.84602237,0.5796094,1.439129
muP_3,16,1,832162,0.1044261,0.060713515,0.08491263
muP_3,16,10,832162,0.71751124,0.39042342,0.5724306
muP_3,16,100,832162,0.8315728,0.5677546,1.3896092
muP_3,16,1,672165,0.14374247,0.08755535,0.099996865
muP_3,16,10,672165,0.79054546,0.39689338,0.48430115
muP_3,16,100,672165,0.7506025,0.5242775,1.2396495
muP_3,16,1,274641,0.110759825,0.06696856,0.081343904
muP_3,16,10,274641,0.73617387,0.42000383,0.5259753
muP_3,16,100,274641,0.79847705,0.559677,1.2768936
muP_3,16,1,527917,0.09290499,0.05005136,0.06554532
muP_3,16,10,527917,0.6569249,0.34093997,0.47814003
muP_3,16,100,527917,0.8032261,0.5012342,1.1368012
muP_3,16,1,212386,0.07678058,0.047062572,0.06127802
muP_3,16,10,212386,0.576367,0.32959744,0.47038665
muP_3,16,100,212386,0.7824373,0.5497862,1.3601832
muP_3,16,1,149552,0.121331215,0.07202617,0.07913102
muP_3,16,10,149552,0.7640843,0.40645874,0.4687565
muP_3,16,100,149552,0.7855278,0.572781,1.24556
muP_3,16,1,603113,0.07153282,0.04429903,0.060508683
muP_3,16,10,603113,0.5809181,0.3493815,0.49923202
muP_3,16,100,603113,0.8232902,0.6101933,1.4610039
muP_3,16,1,998391,0.06710462,0.041068956,0.05408979
muP_3,16,10,998391,0.51673377,0.3214895,0.44144014
muP_3,16,100,998391,0.83444107,0.5614745,1.2857293
muP_3,32,1,190996,0.14976414,0.08705792,0.10599522
muP_3,32,10,190996,0.8468121,0.44648707,0.53662944
muP_3,32,100,190996,0.8070681,0.51535535,1.1442965
muP_3,32,1,24252,0.09171279,0.054868296,0.06871652
muP_3,32,10,24252,0.6551912,0.36828783,0.48199365
muP_3,32,100,24252,0.8347208,0.5532824,1.202607
muP_3,32,1,832162,0.103855655,0.060247913,0.083428636
muP_3,32,10,832162,0.7058378,0.38447803,0.55357677
muP_3,32,100,832162,0.8476162,0.5899302,1.4020159
muP_3,32,1,672165,0.14729607,0.086697325,0.10457984
muP_3,32,10,672165,0.8261527,0.43478173,0.5410664
muP_3,32,100,672165,0.759655,0.5537399,1.2873783
muP_3,32,1,274641,0.11110138,0.06452872,0.08744092
muP_3,32,10,274641,0.7386542,0.40432858,0.5623919
muP_3,32,100,274641,0.81876075,0.56943536,1.2582482
muP_3,32,1,527917,0.09291267,0.051312298,0.07105939
muP_3,32,10,527917,0.6419529,0.35115778,0.51179814
muP_3,32,100,527917,0.7560171,0.52107346,1.195834
muP_3,32,1,212386,0.07647976,0.0480414,0.059239954
muP_3,32,10,212386,0.58850527,0.3448474,0.45724717
muP_3,32,100,212386,0.82340086,0.53026205,1.1822699
muP_3,32,1,149552,0.120575726,0.07065355,0.08894992
muP_3,32,10,149552,0.7507069,0.39488164,0.52512133
muP_3,32,100,149552,0.7701951,0.58660877,1.3173132
muP_3,32,1,603113,0.0713189,0.04652676,0.062027954
muP_3,32,10,603113,0.5528654,0.33228174,0.4782816
muP_3,32,100,603113,0.77539253,0.5686337,1.3442667
muP_3,32,1,998391,0.066663995,0.039919663,0.053608023
muP_3,32,10,998391,0.5210718,0.30395153,0.4406858
muP_3,32,100,998391,0.7895565,0.570754,1.3430488
muP_3,64,1,190996,0.15124881,0.09066038,0.11858694
muP_3,64,10,190996,0.84123313,0.44964167,0.59323144
muP_3,64,100,190996,0.8365188,0.5495624,1.2203317
muP_3,64,1,24252,0.09121935,0.053602062,0.0723605
muP_3,64,10,24252,0.66494083,0.3717106,0.5189734
muP_3,64,100,24252,0.8202993,0.56973314,1.2910175
muP_3,64,1,832162,0.10372082,0.059775956,0.07784456
muP_3,64,10,832162,0.70257616,0.3813995,0.51914495
muP_3,64,100,832162,0.8134614,0.5677165,1.3129358
muP_3,64,1,672165,0.1484979,0.08896659,0.11948304
muP_3,64,10,672165,0.8376186,0.4528889,0.6223859
muP_3,64,100,672165,0.8084234,0.5666007,1.3087827
muP_3,64,1,274641,0.11025919,0.06473018,0.0859438
muP_3,64,10,274641,0.71265185,0.38992107,0.54308033
muP_3,64,100,274641,0.82583463,0.52895033,1.2034478
muP_3,64,1,527917,0.09358823,0.055210225,0.07041441
muP_3,64,10,527917,0.66018784,0.3749658,0.50556535
muP_3,64,100,527917,0.7973839,0.5634789,1.2651408
muP_3,64,1,212386,0.07623955,0.04499735,0.059278194
muP_3,64,10,212386,0.58182216,0.33013025,0.4585087
muP_3,64,100,212386,0.8320921,0.56731236,1.2887937
muP_3,64,1,149552,0.12081614,0.07388474,0.09224242
muP_3,64,10,149552,0.7771031,0.43415618,0.55626833
muP_3,64,100,149552,0.8018067,0.59113,1.3218567
muP_3,64,1,603113,0.071494505,0.042532228,0.05643556
muP_3,64,10,603113,0.5535381,0.3164602,0.44952136
muP_3,64,100,603113,0.7838847,0.55441535,1.2854273
