param_type,width_multiplier,step,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
muP_SSM,2,1,880995,0.00018297952,6.381672e-07,0.00066597824,0.00029719895,0.0010652242,0.009662345
muP_SSM,2,10,880995,0.0017882917,1.2798628e-06,0.0063567557,0.0029271056,0.010077851,0.08987119
muP_SSM,2,100,880995,0.014122273,1.2692491e-05,0.04032312,0.025200775,0.062221456,0.47528487
muP_SSM,2,1000,880995,0.06755438,0.00018524438,0.14396799,0.1296891,0.16541386,0.6358003
muP_SSM,2,1,569100,0.00010267907,3.5682194e-07,0.00014596984,0.00012247566,0.00032418745,0.0013553143
muP_SSM,2,10,569100,0.0009960692,6.503511e-06,0.0014770536,0.0012463701,0.0031579211,0.012598998
muP_SSM,2,100,569100,0.007740012,5.3800646e-05,0.016419148,0.014373799,0.026681513,0.06763353
muP_SSM,2,1000,569100,0.011926482,9.081207e-05,0.08470829,0.079272024,0.11542641,0.07057142
muP_SSM,2,1,868605,8.7351045e-06,0.0,0.0003552036,0.00023201243,0.00042845524,0.004308087
muP_SSM,2,10,868605,8.187001e-05,7.1236883e-07,0.0035369701,0.0022982287,0.0040597115,0.040134117
muP_SSM,2,100,868605,0.00045751757,3.2268792e-06,0.03440067,0.021913722,0.02681515,0.2183373
muP_SSM,2,1000,868605,0.03365193,0.00016610611,0.3013447,0.21747385,0.1387208,0.38190266
muP_SSM,2,1,465805,0.00014136557,4.5770562e-07,0.00037182332,0.0003711544,0.0008689516,0.0029521466
muP_SSM,2,10,465805,0.0013954429,3.281834e-06,0.0035200932,0.0034910485,0.008127606,0.027102685
muP_SSM,2,100,465805,0.0118898405,2.6049322e-05,0.02359463,0.021971265,0.05090822,0.13468583
muP_SSM,2,1000,465805,0.043490995,0.0001581986,0.1818506,0.1558501,0.27809435,0.22858687
muP_SSM,2,1,671753,0.00041600908,9.035286e-07,0.0005227274,0.0004188121,0.0006832437,0.006906462
muP_SSM,2,10,671753,0.0020511702,9.105833e-06,0.0024719227,0.0010451622,0.0054377704,0.06399884
muP_SSM,2,100,671753,0.017088706,5.895899e-05,0.02163432,0.013899878,0.021409553,0.3415776
muP_SSM,2,1000,671753,0.036622405,0.00010954509,0.19072527,0.16795018,0.069395,0.35908327
muP_SSM,2,1,903346,2.490924e-05,1.6463613e-11,0.000101320446,2.1434436e-05,0.00056025863,0.005141318
muP_SSM,2,10,903346,0.00027264818,4.6686557e-07,0.0009103128,0.00020953435,0.0053068213,0.047561117
muP_SSM,2,100,903346,0.003983874,1.3069044e-05,0.0052374727,0.0020353715,0.033751916,0.24376257
muP_SSM,2,1000,903346,0.0086766025,3.1894564e-05,0.030858288,0.015929114,0.09042621,0.32919484
muP_SSM,2,1,638274,1.8878587e-05,3.813668e-08,0.00037729446,0.00039890996,0.0004041995,0.004372479
muP_SSM,2,10,638274,0.0001845852,4.9947045e-07,0.0037100979,0.0039316933,0.004104663,0.040377982
muP_SSM,2,100,638274,0.0016337615,5.5948694e-06,0.0291896,0.03091215,0.041107208,0.20677486
muP_SSM,2,1000,638274,0.017079553,7.835147e-05,0.16344978,0.09680107,0.27387086,0.3492121
