param_type,width_multiplier,step,rng_seed,conv_layers.0,conv_layers.1,conv_layers.2,logits
muP_SSM,16,10,501950,0.10199891,0.042950872,0.01827208,0.06697924
muP_SSM,16,100,501950,0.23779541,1.3462254,5.3114614,103.64584
muP_SSM,16,1,729293,0.09662574,0.027180905,0.009794708,0.01552544
muP_SSM,16,10,729293,0.098694995,0.041387588,0.01900005,0.07289906
muP_SSM,16,100,729293,0.21472165,1.2977724,4.9311438,98.26804
muP_SSM,16,1,830064,0.09088076,0.02601126,0.009813595,0.00992954
muP_SSM,16,10,830064,0.09317401,0.03878573,0.018110786,0.045258917
muP_SSM,16,100,830064,0.20672391,1.0282694,4.2044067,84.5131
muP_SSM,16,1,433236,0.11143881,0.033782028,0.011367198,0.010098027
muP_SSM,16,10,433236,0.11488502,0.04867963,0.020109348,0.05562165
muP_SSM,16,100,433236,0.27212548,1.6911359,6.7579765,133.34076
muP_SSM,16,1,154621,0.10592242,0.031405363,0.010756303,0.028645875
muP_SSM,16,10,154621,0.10824579,0.044431813,0.020847064,0.09475723
muP_SSM,16,100,154621,0.25698668,1.5759668,6.1994033,125.26679
muP_SSM,32,1,100404,0.10447066,0.03065625,0.009190334,0.0045981826
muP_SSM,32,10,100404,0.10703023,0.04397291,0.018932395,0.05770322
muP_SSM,32,100,100404,0.2466741,1.4193015,5.6024647,112.16498
muP_SSM,32,1,681526,0.12458163,0.040694907,0.012150848,0.013378308
muP_SSM,32,10,681526,0.12918803,0.05635456,0.023164982,0.08468531
muP_SSM,32,100,681526,0.36220327,2.1424742,9.353952,185.0153
muP_SSM,32,1,323688,0.11796914,0.036315296,0.010193082,0.018589724
muP_SSM,32,10,323688,0.122567974,0.05200118,0.02027275,0.084900886
muP_SSM,32,100,323688,0.3266992,1.8910497,7.5945063,151.03035
muP_SSM,32,1,326432,0.095775895,0.028451754,0.008835737,0.010014033
muP_SSM,32,10,326432,0.098182015,0.041115213,0.01748292,0.045552928
muP_SSM,32,100,326432,0.22899616,1.3944306,5.9838543,119.18595
muP_SSM,32,1,847974,0.105518065,0.030815527,0.009737157,0.005109388
muP_SSM,32,10,847974,0.10840624,0.045758933,0.019406037,0.056518443
muP_SSM,32,100,847974,0.24567848,1.4543604,5.940847,118.819084
