param_type,width_multiplier,step,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
muP_SSM,2,1,910195,0.0006797789,4.615687e-05,0.0005905871,0.00026347354,0.000790358,0.0020566243
muP_SSM,2,10,910195,0.006325465,0.00047302298,0.0061302227,0.0028412165,0.008067397,0.020910628
muP_SSM,2,100,910195,0.046146948,0.004326167,0.051949877,0.027810402,0.0626272,0.14962676
muP_SSM,2,1,36001,0.0008951935,2.0548214e-05,0.0009849163,0.0005809357,0.00070885784,0.0010741124
muP_SSM,2,10,36001,0.008751993,0.00019578976,0.009780869,0.005671616,0.007083041,0.009430109
muP_SSM,2,100,36001,0.0655729,0.0018280239,0.07765453,0.046681173,0.06552338,0.06878352
muP_SSM,2,1,291326,0.0006402134,3.8592138e-05,0.0005083323,0.00020448254,0.00063983287,0.0015603548
muP_SSM,2,10,291326,0.006071081,0.0003612983,0.004941761,0.0020256755,0.0064045982,0.015719717
muP_SSM,2,100,291326,0.05189576,0.0017016705,0.049991507,0.019548072,0.05096647,0.14454982
muP_SSM,2,1,567476,0.0007217885,5.872161e-05,0.00074366614,0.00034586905,0.0003638993,0.00096137327
muP_SSM,2,10,567476,0.007142417,0.00055867183,0.007390663,0.0034693745,0.0035787267,0.0094126025
muP_SSM,2,100,567476,0.08658782,0.00930509,0.080422536,0.041277964,0.04350726,0.025986878
muP_SSM,2,1,659972,0.0006539782,1.1816521e-05,0.0007243438,0.00039632033,0.00058580865,0.0019039466
muP_SSM,2,10,659972,0.005652008,0.00012262145,0.006580216,0.0034949954,0.0057433965,0.018507242
muP_SSM,2,100,659972,0.055621292,0.0013019677,0.06609033,0.033097744,0.039852876,0.126222
muP_SSM,2,1,446068,0.000850783,5.0041195e-05,0.0008462388,0.00040432086,0.0008233405,0.0023039104
muP_SSM,2,10,446068,0.008456567,0.00046134918,0.008163822,0.003986084,0.007791746,0.021633705
muP_SSM,2,100,446068,0.06650082,0.004747491,0.056922246,0.02865661,0.04157268,0.078375764
muP_SSM,2,1,615604,0.0010662364,6.2067535e-05,0.0011333128,0.0005973135,0.00079353,0.0014493958
muP_SSM,2,10,615604,0.010316501,0.00059976603,0.010955002,0.0058504925,0.007859676,0.014637803
muP_SSM,2,100,615604,0.060489077,0.0056235855,0.05254621,0.032391567,0.059816282,0.13731046
muP_SSM,2,1,786608,0.0008958949,2.8227772e-05,0.0008122541,0.00029546683,0.00045621986,0.0011496987
muP_SSM,2,10,786608,0.008684058,0.0002742327,0.0077221235,0.002771239,0.0042550997,0.011567465
muP_SSM,2,100,786608,0.06725742,0.0031698102,0.07107297,0.034955,0.044809412,0.1290957
muP_SSM,2,1,917501,0.00080862845,3.0966927e-05,0.0006300344,0.00026522664,0.00037943703,0.001173587
muP_SSM,2,10,917501,0.007737567,0.00029347689,0.0060153506,0.0024022497,0.003762795,0.01166585
muP_SSM,2,100,917501,0.07860515,0.0031339577,0.059609957,0.026459293,0.037324436,0.09074986
muP_SSM,2,1,976943,0.00077919755,1.6854336e-05,0.0006056944,0.00032180402,0.0006093464,0.0017390272
muP_SSM,2,10,976943,0.007928262,0.00015719401,0.006201789,0.0033195913,0.006140491,0.017676195
muP_SSM,2,100,976943,0.055517912,0.0012348195,0.045330785,0.021518676,0.038086277,0.11452304
muP_SSM,4,1,910195,0.00061053754,3.49816e-05,0.0006120942,0.00035570795,0.00082410214,0.0021966207
muP_SSM,4,10,910195,0.0059587867,0.00034061927,0.0059528123,0.003437622,0.008244985,0.021853156
muP_SSM,4,100,910195,0.041490804,0.0038610655,0.038649697,0.022278104,0.06861111,0.16200066
