param_type,width_multiplier,step,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
muP_SSM,2,1,910195,0.3788427,0.012483169,0.28309965,0.15734227,0.08891876,0.18064244
muP_SSM,2,10,910195,0.38108295,0.012706317,0.28356954,0.15858361,0.09264057,0.16178843
muP_SSM,2,100,910195,0.37582812,0.015615301,0.29864243,0.17518733,0.12998056,0.033072285
muP_SSM,2,1,36001,0.4843395,0.0057503665,0.5072042,0.274246,0.11589917,0.06646384
muP_SSM,2,10,36001,0.486482,0.0057064383,0.50884646,0.2748288,0.11538563,0.062426925
muP_SSM,2,100,36001,0.49209732,0.005533475,0.5281022,0.2831478,0.13651264,0.06492439
muP_SSM,2,1,291326,0.35979795,0.008001644,0.31407365,0.10750324,0.05223267,0.101288766
muP_SSM,2,10,291326,0.3595249,0.007990207,0.31437007,0.10824922,0.05405689,0.0871294
muP_SSM,2,100,291326,0.308286,0.008307269,0.2996551,0.104818486,0.09185698,0.04170071
muP_SSM,2,1,567476,0.48408073,0.011208298,0.3121786,0.16978295,0.09300629,0.09016001
muP_SSM,2,10,567476,0.48258564,0.011272828,0.31128496,0.1697859,0.09173617,0.08170878
muP_SSM,2,100,567476,0.45477676,0.01550644,0.32833242,0.1820427,0.09358964,0.08205984
muP_SSM,2,1,659972,0.34940234,0.00771152,0.24883686,0.10843143,0.102881044,0.17089787
muP_SSM,2,10,659972,0.34849882,0.007715419,0.24876091,0.10806414,0.101443425,0.15429455
muP_SSM,2,100,659972,0.32352623,0.007368366,0.2561388,0.1076396,0.09134141,0.046579786
muP_SSM,2,1,446068,0.4417758,0.010828955,0.47353214,0.22939655,0.07812712,0.048798848
muP_SSM,2,10,446068,0.44109893,0.010847502,0.47199547,0.22989678,0.07916458,0.032688092
muP_SSM,2,100,446068,0.4273846,0.010961216,0.4840389,0.23940662,0.09024969,0.10713209
muP_SSM,2,1,615604,0.32729188,0.007883012,0.2974607,0.16785237,0.09483744,0.15442657
muP_SSM,2,10,615604,0.32883608,0.00817404,0.29779172,0.16927144,0.09417939,0.1440467
