param_type,width_multiplier,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
standard,64,0,0.35326132,0.014014034,0.30425122,0.15950567,0.06864734,0.013758779
standard,64,1,0.3514933,0.016880268,0.29584086,0.15502498,0.06417744,0.030010121
standard,64,2,0.36366367,0.015898768,0.30581623,0.15992843,0.062041555,0.024166783
standard,128,0,0.35715723,0.0092738895,0.2866522,0.14682215,0.060899172,0.0059430893
standard,128,1,0.34726927,0.009975911,0.27777138,0.14112133,0.056729,0.016337594
standard,128,2,0.3621421,0.010265861,0.29715237,0.1600422,0.06526033,0.028024597
standard,256,0,0.35336003,0.006946851,0.28223172,0.14375122,0.057171144,0.0068145003
standard,256,1,0.34619302,0.005762265,0.2792323,0.1405491,0.056472626,0.013276361
standard,256,2,0.36099678,0.006705546,0.2899269,0.15266782,0.060854454,0.009027826
standard,512,0,0.35360357,0.0042178105,0.27865303,0.14222178,0.057147056,0.005454411
standard,512,1,0.35058355,0.0040961364,0.28155866,0.14279635,0.057691988,0.008097596
standard,512,2,0.35937846,0.0042755604,0.2873667,0.14630784,0.0576872,0.020283185
